LOCATION,STATE,FILTER,fips,COMFIRMED_COMFIRMED,DEATH,ADDED,RECOVERED,geoid,CONCA,Pop,HospitalBeds
Logan,Illinois,,17107,3,0,2,0,17107,Logan Illinois,30305,25
Logan,Kentucky,,21141,4,0,0,0,21141,Logan Kentucky,26835,75
Logan,Nebraska,,31113,0,0,-1,0,31113,Logan Nebraska,763,0
Logan,Ohio,,39091,5,0,0,0,39091,Logan Ohio,45858,115
Logan,Oklahoma,,40083,6,0,0,0,40083,Logan Oklahoma,41848,25
Logan,West Virginia,,54045,8,0,1,0,54045,Logan West Virginia,36743,140
Long,Georgia,,13183,1,0,0,0,13183,Long Georgia,14464,0
Lonoke,Arkansas,,5085,23,0,0,0,5085,Lonoke Arkansas,68356,0
Lorain,Ohio,,39093,136,4,20,0,39093,Lorain Ohio,301356,840
Los Alamos,New Mexico,,35028,2,0,0,0,35028,Los Alamos New Mexico,17950,47
Los Angeles,California,,6037,7559,198,623,0,6037,Los Angeles California,9818605,28383
Loudon,Tennessee,,47105,15,0,0,0,47105,Loudon Tennessee,48556,50
Loudoun,Virginia,,51107,238,1,29,0,51107,Loudoun Virginia,312311,462
Louisa,Iowa,,19115,30,0,10,0,19115,Louisa Iowa,11387,0
Louisa,Virginia,,51109,16,0,2,0,51109,Louisa Virginia,33153,0
Love,Oklahoma,,40085,2,0,0,0,40085,Love Oklahoma,9423,25
Lowndes,Alabama,,1085,10,0,2,0,1085,Lowndes Alabama,11299,0
Lowndes,Georgia,,13185,49,1,5,0,13185,Lowndes Georgia,109233,430
Lowndes,Mississippi,,28087,17,0,1,0,28087,Lowndes Mississippi,59779,315
Lubbock,Texas,,48303,191,6,11,0,48303,Lubbock Texas,278831,1563
Lucas,Ohio,,39095,371,16,24,0,39095,Lucas Ohio,441815,3357
Luce,Michigan,,26095,1,0,0,0,26095,Luce Michigan,6631,25
Lumpkin,Georgia,,13187,9,0,0,0,13187,Lumpkin Georgia,29966,49
Lunenburg,Virginia,,51111,2,0,0,0,51111,Lunenburg Virginia,12914,0
Luzerne,Pennsylvania,,42079,1134,11,152,0,42079,Luzerne Pennsylvania,320918,1180
Lycoming,Pennsylvania,,42081,15,0,3,0,42081,Lycoming Pennsylvania,116111,302
Lyman,South Dakota,,46085,2,0,0,0,46085,Lyman South Dakota,3755,0
Lynchburg,Virginia,,51680,20,0,0,0,51680,Lynchburg Virginia,75568,738
Lynn,Texas,,48305,4,0,0,0,48305,Lynn Texas,5915,24
Lyon,Iowa,,19119,2,0,0,0,19119,Lyon Iowa,11581,25
Lyon,Kansas,,20111,26,0,1,0,20111,Lyon Kansas,33690,59
Lyon,Kentucky,,21143,4,0,0,0,21143,Lyon Kentucky,8314,0
Lyon,Minnesota,,27083,4,0,0,0,27083,Lyon Minnesota,25857,74
Lyon,Nevada,,32019,4,0,1,0,32019,Lyon Nevada,51980,63
Mackinac,Michigan,,26097,3,0,0,0,26097,Mackinac Michigan,11113,15
Macomb,Michigan,,26099,2626,141,212,0,26099,Macomb Michigan,840978,1119
Macon,Alabama,,1087,6,1,0,0,1087,Macon Alabama,21452,0
Macon,Georgia,,13193,11,0,3,0,13193,Macon Georgia,14740,49
Macon,Illinois,,17115,13,1,4,0,17115,Macon Illinois,110768,188
Macon,Missouri,,29121,2,0,0,0,29121,Macon Missouri,15566,25
Macon,North Carolina,,37113,1,1,0,0,37113,Macon North Carolina,33922,83
Macon,Tennessee,,47111,16,1,4,0,47111,Macon Tennessee,22248,25
Macoupin,Illinois,,17117,10,0,3,0,17117,Macoupin Illinois,47765,50
Madera,California,,6039,28,2,0,0,6039,Madera California,150865,462
Madison,Alabama,,1089,153,2,3,0,1089,Madison Alabama,334811,1178
Madison,Florida,,12079,12,0,1,0,12079,Madison Florida,19224,25
Madison,Georgia,,13195,9,1,0,0,13195,Madison Georgia,28120,0
Madison,Idaho,,16065,4,0,0,0,16065,Madison Idaho,37536,69
Madison,Illinois,,17119,82,2,30,0,17119,Madison Illinois,269282,943
Madison,Indiana,,18095,143,11,6,0,18095,Madison Indiana,131636,379
Madison,Iowa,,19121,1,0,0,0,19121,Madison Iowa,15679,25
Madison,Kentucky,,21151,12,1,0,0,21151,Madison Kentucky,82916,130
Madison,Louisiana,,22065,2,0,0,0,22065,Madison Louisiana,12093,25
Madison,Mississippi,,28089,83,2,1,0,28089,Madison Mississippi,95203,67
Madison,Missouri,,29123,1,0,0,0,29123,Madison Missouri,12226,144
Madison,Montana,,30057,8,1,-1,0,30057,Madison Montana,7691,20
Madison,Nebraska,,31119,5,1,0,0,31119,Madison Nebraska,34876,281
Madison,New York,,36053,92,3,0,0,36053,Madison New York,73442,126
Madison,Ohio,,39097,20,2,2,0,39097,Madison Ohio,43435,94
Madison,Tennessee,,47113,43,0,0,0,47113,Madison Tennessee,98294,835
Madison,Virginia,,51113,5,0,1,0,51113,Madison Virginia,13308,0
Mahaska,Iowa,,19123,4,0,0,0,19123,Mahaska Iowa,22381,33
Mahnomen,Minnesota,,27087,1,0,0,0,27087,Mahnomen Minnesota,5413,18
Mahoning,Ohio,,39099,305,28,5,0,39099,Mahoning Ohio,238823,1051
Major,Oklahoma,,40093,1,0,0,0,40093,Major Oklahoma,7527,25
Malheur,Oregon,,41045,2,0,0,0,41045,Malheur Oregon,31313,49
Manassas,Virginia,,,20,0,13,0,51683,Manassas Virginia,37821,130
Manassas Park,Virginia,,51685,5,0,1,0,51685,Manassas Park Virginia,14273,0
Manatee,Florida,,12081,171,7,9,0,12081,Manatee Florida,322833,806
Manistee,Michigan,,26101,9,0,0,0,26101,Manistee Michigan,24733,45
Manitowoc,Wisconsin,,55071,3,0,0,0,55071,Manitowoc Wisconsin,81442,236
Marathon,Wisconsin,,55073,12,0,0,0,55073,Marathon Wisconsin,134063,440
Marengo,Alabama,,1091,14,1,0,0,1091,Marengo Alabama,21027,99
Maricopa,Arizona,,4013,1559,37,64,0,4013,Maricopa Arizona,3817117,9705
Maries,Missouri,,29125,2,0,0,0,29125,Maries Missouri,9176,0
Marin,California,,6041,148,10,5,0,6041,Marin California,252409,458
Marinette,Wisconsin,,55075,3,0,0,0,55075,Marinette Wisconsin,41749,99
Marion,Alabama,,1093,23,3,2,0,1093,Marion Alabama,30776,120
Marion,Florida,,12083,65,2,2,0,12083,Marion Florida,331298,919
Marion,Georgia,,13197,5,0,2,0,13197,Marion Georgia,8742,0
Marion,Illinois,,17121,4,0,1,0,17121,Marion Illinois,39437,135
Marion,Indiana,,18097,2290,58,149,0,18097,Marion Indiana,903393,3595
Marion,Iowa,,19125,2,0,0,0,19125,Marion Iowa,33309,50
Marion,Kansas,,20115,3,0,0,0,20115,Marion Kansas,12660,52
Marion,Kentucky,,21155,3,0,0,0,21155,Marion Kentucky,19820,75
Marion,Mississippi,,28091,14,0,1,0,28091,Marion Mississippi,27088,49
Marion,Ohio,,39101,32,0,4,0,39101,Marion Ohio,66501,270
Marion,Oregon,,41047,215,9,6,0,41047,Marion Oregon,315335,496
Marion,South Carolina,,45067,5,1,0,0,45067,Marion South Carolina,33062,124
Marion,Tennessee,,47115,21,1,0,0,47115,Marion Tennessee,28237,68
Marion,West Virginia,,54049,30,1,5,0,54049,Marion West Virginia,56418,207
Marlboro,South Carolina,,45069,8,0,0,0,45069,Marlboro South Carolina,28933,0
Marquette,Michigan,,26103,18,2,-1,0,26103,Marquette Michigan,67077,289
Marquette,Wisconsin,,55077,2,0,0,0,55077,Marquette Wisconsin,15404,0
Marshall,Alabama,,1095,42,1,3,0,1095,Marshall Alabama,93019,240
Marshall,Illinois,,17123,1,0,0,0,17123,Marshall Illinois,12640,0
Marshall,Indiana,,18099,11,0,1,0,18099,Marshall Indiana,47051,160
Marshall,Iowa,,19127,15,0,1,0,19127,Marshall Iowa,40648,125
Marshall,Kentucky,,21157,5,0,0,0,21157,Marshall Kentucky,31448,25
Marshall,Mississippi,,28093,24,1,0,0,28093,Marshall Mississippi,37144,40
Marshall,Oklahoma,,40095,1,0,0,0,40095,Marshall Oklahoma,15840,25
Marshall,South Dakota,,46091,1,0,0,0,46091,Marshall South Dakota,4656,20
Marshall,Tennessee,,47117,9,0,0,0,47117,Marshall Tennessee,30617,25
Marshall,West Virginia,,54051,5,0,0,0,54051,Marshall West Virginia,33107,127
Martin,Florida,,12085,101,0,3,0,12085,Martin Florida,146318,558
Martin,Indiana,,18101,1,0,0,0,18101,Martin Indiana,10334,0
Martin,Kentucky,,21159,1,0,0,0,21159,Martin Kentucky,12929,0
Martin,Minnesota,,27091,34,4,0,0,27091,Martin Minnesota,20840,57
Martin,North Carolina,,37117,4,0,0,0,37117,Martin North Carolina,24505,49
Martin,Texas,,48317,2,0,0,0,48317,Martin Texas,4799,18
Martinsville,Virginia,,51690,0,0,0,0,51690,Martinsville Virginia,13821,223
Mason,Illinois,,17125,3,0,2,0,17125,Mason Illinois,14666,20
Mason,Kentucky,,21161,2,0,0,0,21161,Mason Kentucky,17490,100
Mason,Michigan,,26105,1,0,0,0,26105,Mason Michigan,28705,49
Mason,Texas,,48319,1,0,0,0,48319,Mason Texas,4012,0
Mason,Washington,,53045,17,0,1,0,53045,Mason Washington,60699,25
Mason,West Virginia,,54053,6,0,0,0,54053,Mason West Virginia,27324,201
Massac,Illinois,,17127,2,0,0,0,17127,Massac Illinois,15429,25
Matagorda,Texas,,48321,42,3,0,0,48321,Matagorda Texas,36702,75
Matanuska-Susitna,Alaska,,2170,5,0,1,0,2170,Matanuska-Susitna Alaska,88995,74
Mathews,Virginia,,51115,2,0,0,0,51115,Mathews Virginia,8978,0
Maui,Hawaii,,15009,48,1,0,0,15009,Maui Hawaii,154834,258
Maury,Tennessee,,47119,29,0,3,0,47119,Maury Tennessee,80956,255
Maverick,Texas,,48323,7,0,2,0,48323,Maverick Texas,54258,101
Mayes,Oklahoma,,40097,12,2,0,0,40097,Mayes Oklahoma,41259,52
McClain,Oklahoma,,40087,15,0,-1,0,40087,McClain Oklahoma,34506,39
McCook,South Dakota,,46087,2,1,0,0,46087,McCook South Dakota,5618,0
McCormick,South Carolina,,45065,2,0,0,0,45065,McCormick South Carolina,10233,0
McCracken,Kentucky,,21145,13,1,0,0,21145,McCracken Kentucky,65565,708
McCreary,Kentucky,,21147,1,0,0,0,21147,McCreary Kentucky,18306,0
McCulloch,Texas,,48307,0,0,-1,0,48307,McCulloch Texas,8283,25
McCurtain,Oklahoma,,40089,2,0,0,0,40089,McCurtain Oklahoma,33151,91
McDonald,Missouri,,29119,3,0,0,0,29119,McDonald Missouri,23083,0
McDowell,North Carolina,,37111,13,0,3,0,37111,McDowell North Carolina,44996,65
McDowell,West Virginia,,54047,3,0,1,0,54047,McDowell West Virginia,22113,124
McDuffie,Georgia,,,16,1,9,0,13189,McDuffie Georgia,21875,47
McHenry,Illinois,,17111,180,5,36,0,17111,McHenry Illinois,308760,343
McHenry,North Dakota,,38049,1,1,0,0,38049,McHenry North Dakota,5395,0
McIntosh,Georgia,,,3,0,-4,0,13191,McIntosh Georgia,14333,0
McIntosh,North Dakota,,38051,1,0,0,0,38051,McIntosh North Dakota,2809,44
McIntosh,Oklahoma,,40091,1,0,-1,0,40091,McIntosh Oklahoma,20252,0
McKean,Pennsylvania,,42083,1,0,1,0,42083,McKean Pennsylvania,43450,138
McKenzie,North Dakota,,38053,5,0,0,0,38053,McKenzie North Dakota,6360,24
McKinley,New Mexico,,35031,87,2,9,0,35031,McKinley New Mexico,71492,228
McLean,Illinois,,17113,65,2,19,0,17113,McLean Illinois,169572,200
McLean,Kentucky,,21149,1,1,0,0,21149,McLean Kentucky,9531,0
McLean,North Dakota,,38055,2,0,0,0,38055,McLean North Dakota,8962,47
McLennan,Texas,,48309,62,1,6,0,48309,McLennan Texas,234906,285
McLeod,Minnesota,,27085,1,0,0,0,27085,McLeod Minnesota,36651,115
McMinn,Tennessee,,47107,3,0,0,0,47107,McMinn Tennessee,52266,262
McNairy,Tennessee,,47109,7,0,2,0,47109,McNairy Tennessee,26075,0
McPherson,Kansas,,20113,11,0,1,0,20113,McPherson Kansas,29180,87
Meade,Kentucky,,21163,2,0,0,0,21163,Meade Kentucky,28602,0
Meade,South Dakota,,46093,1,0,0,0,46093,Meade South Dakota,25434,25
Meagher,Montana,,30059,1,0,0,0,30059,Meagher Montana,1891,25
Mecklenburg,North Carolina,,37119,848,10,38,0,37119,Mecklenburg North Carolina,919628,2949
Mecklenburg,Virginia,,51117,16,0,4,0,51117,Mecklenburg Virginia,32727,99
Mecosta,Michigan,,26107,8,1,0,0,26107,Mecosta Michigan,42798,69
Medina,Ohio,,39103,94,4,6,0,39103,Medina Ohio,172332,191
Medina,Texas,,48325,7,0,1,0,48325,Medina Texas,46006,25
Meeker,Minnesota,,27093,1,0,0,0,27093,Meeker Minnesota,23300,35
Meigs,Ohio,,39105,1,0,0,0,39105,Meigs Ohio,23770,0
Meigs,Tennessee,,47121,3,0,1,0,47121,Meigs Tennessee,11753,0
Menard,Illinois,,17129,2,0,0,0,17129,Menard Illinois,12705,0
Mendocino,California,,6045,4,0,0,0,6045,Mendocino California,87841,141
Menifee,Kentucky,,21165,3,0,0,0,21165,Menifee Kentucky,6306,0
Menominee,Wisconsin,,55078,1,0,0,0,55078,Menominee Wisconsin,4232,0
Merced,California,,6047,34,3,5,0,6047,Merced California,255793,246
Mercer,Illinois,,17131,2,0,0,0,17131,Mercer Illinois,16434,22
Mercer,Kentucky,,21167,4,0,0,0,21167,Mercer Kentucky,21331,25
Mercer,New Jersey,,34021,992,28,155,0,34021,Mercer New Jersey,366513,1690
Mercer,North Dakota,,38057,0,0,0,0,38057,Mercer North Dakota,8424,13
Mercer,Ohio,,39107,11,1,3,0,39107,Mercer Ohio,40814,88
Mercer,Pennsylvania,,42085,27,0,1,0,42085,Mercer Pennsylvania,116638,521
Mercer,West Virginia,,54055,6,0,1,0,54055,Mercer West Virginia,62264,419
Meriwether,Georgia,,13199,18,0,1,0,13199,Meriwether Georgia,21992,188
Merrick,Nebraska,,31121,2,0,0,0,31121,Merrick Nebraska,7845,20
Merrimack,New Hampshire,,33013,56,0,4,0,33013,Merrimack New Hampshire,146445,395
Mesa,Colorado,,8077,32,0,5,0,8077,Mesa Colorado,146723,460
Miami,Indiana,,18103,12,0,3,0,18103,Miami Indiana,36903,25
Miami,Kansas,,20121,2,0,0,0,20121,Miami Kansas,32787,194
Miami,Ohio,,39109,107,14,6,0,39109,Miami Ohio,102506,193
Miami-Dade,Florida,,12086,5354,49,357,0,12086,Miami-Dade Florida,2496435,9965
Middlesex,Connecticut,,9007,150,7,0,0,9007,Middlesex Connecticut,165676,215
Middlesex,Massachusetts,,25017,3545,80,358,0,25017,Middlesex Massachusetts,1503085,4150
Middlesex,New Jersey,,34023,4156,139,439,0,34023,Middlesex New Jersey,809858,2657
Middlesex,Virginia,,51119,0,0,0,0,51119,Middlesex Virginia,10959,0
Midland,Michigan,,26111,24,1,2,0,26111,Midland Michigan,83629,308
Midland,Texas,,48329,30,1,3,0,48329,Midland Texas,136872,621
Mifflin,Pennsylvania,,42087,10,0,4,0,42087,Mifflin Pennsylvania,46682,123
Milam,Texas,,48331,7,0,4,0,48331,Milam Texas,24757,35
Miller,Arkansas,,5091,16,0,3,0,5091,Miller Arkansas,43462,62
Miller,Georgia,,13201,12,0,-3,0,13201,Miller Georgia,6125,25
Mills,Iowa,,19129,1,0,0,0,19129,Mills Iowa,15059,851
Milwaukee,Wisconsin,,55079,1416,56,93,0,55079,Milwaukee Wisconsin,947735,4743
Mineral,Colorado,,8079,2,0,0,0,8079,Mineral Colorado,712,0
Mineral,West Virginia,,54057,3,0,0,0,54057,Mineral West Virginia,28212,25
Minidoka,Idaho,,16067,3,0,0,0,16067,Minidoka Idaho,20069,25
Minnehaha,South Dakota,,46099,228,2,63,0,46099,Minnehaha South Dakota,169468,1150
Missaukee,Michigan,,26113,1,1,0,0,26113,Missaukee Michigan,14849,0
Mississippi,Arkansas,,5093,1,0,0,0,5093,Mississippi Arkansas,46480,193
Missoula,Montana,,30063,25,1,1,0,30063,Missoula Montana,109299,404
Mitchell,Georgia,,13205,108,11,18,0,13205,Mitchell Georgia,23498,23
Mitchell,Iowa,,19131,2,0,0,0,19131,Mitchell Iowa,10776,25
Mitchell,Kansas,,20123,2,0,0,0,20123,Mitchell Kansas,6373,75
Mitchell,North Carolina,,37121,3,0,0,0,37121,Mitchell North Carolina,15579,46
Mitchell,Texas,,48335,1,0,0,0,48335,Mitchell Texas,9403,25
Mobile,Alabama,,1097,249,8,48,0,1097,Mobile Alabama,412992,1929
Moffat,Colorado,,8081,3,0,0,0,8081,Moffat Colorado,13795,0
Mohave,Arizona,,4015,23,0,0,0,4015,Mohave Arizona,200186,588
Moniteau,Missouri,,29135,4,0,0,0,29135,Moniteau Missouri,15607,0
Monmouth,New Jersey,,34025,3038,86,268,0,34025,Monmouth New Jersey,630380,2176
Mono,California,,6051,19,1,0,0,6051,Mono California,14202,17
Monona,Iowa,,19133,6,0,0,0,19133,Monona Iowa,9243,25
Monongalia,West Virginia,,54061,68,1,8,0,54061,Monongalia West Virginia,96189,940
Monroe,Alabama,,1099,5,1,0,0,1099,Monroe Alabama,23068,94
Monroe,Arkansas,,5095,1,0,0,0,5095,Monroe Arkansas,8149,0
Monroe,Florida,,12087,51,3,2,0,12087,Monroe Florida,73090,148
Monroe,Georgia,,13207,12,1,-1,0,13207,Monroe Georgia,26424,25
Monroe,Illinois,,17133,20,1,9,0,17133,Monroe Illinois,32957,0
Monroe,Indiana,,18105,60,0,6,0,18105,Monroe Indiana,137974,368
Monroe,Michigan,,26115,152,0,23,0,26115,Monroe Michigan,152021,217
Monroe,Mississippi,,28095,19,1,1,0,28095,Monroe Mississippi,36989,130
Monroe,New York,,36055,651,34,55,0,36055,Monroe New York,744344,2009
Monroe,Ohio,,39111,2,0,0,0,39111,Monroe Ohio,14642,0
Monroe,Pennsylvania,,42089,671,17,61,0,42089,Monroe Pennsylvania,169842,235
Monroe,Tennessee,,47123,6,0,0,0,47123,Monroe Tennessee,44519,59
Monroe,Wisconsin,,55081,5,0,0,0,55081,Monroe Wisconsin,44673,50
Montague,Texas,,48337,1,0,0,0,48337,Montague Texas,19719,87
Montcalm,Michigan,,26117,18,1,2,0,26117,Montcalm Michigan,63342,148
Monterey,California,,6053,64,2,2,0,6053,Monterey California,415057,793
Montezuma,Colorado,,8083,8,1,0,0,8083,Montezuma Colorado,25535,25
Montgomery,Alabama,,1101,77,2,3,0,1101,Montgomery Alabama,229363,1143
Montgomery,Illinois,,17135,4,1,1,0,17135,Montgomery Illinois,30104,50
Montgomery,Indiana,,18107,17,0,1,0,18107,Montgomery Indiana,38124,103
Montgomery,Iowa,,19137,1,0,0,0,19137,Montgomery Iowa,10740,25
Montgomery,Kansas,,20125,11,0,2,0,20125,Montgomery Kansas,35471,88
Montgomery,Kentucky,,21173,6,0,0,0,21173,Montgomery Kentucky,26499,42
Montgomery,Maryland,,24031,1088,26,217,0,24031,Montgomery Maryland,971777,1492
Montgomery,Mississippi,,28097,12,1,0,0,28097,Montgomery Mississippi,10925,25
Montgomery,Missouri,,29139,5,0,0,0,29139,Montgomery Missouri,12236,0
Montgomery,New York,,36057,18,1,0,0,36057,Montgomery New York,50219,130
Montgomery,North Carolina,,37123,13,1,2,0,37123,Montgomery North Carolina,27798,37
Montgomery,Ohio,,39113,147,2,15,0,39113,Montgomery Ohio,535153,3458
Montgomery,Pennsylvania,,42091,1521,37,162,0,42091,Montgomery Pennsylvania,799874,3403
Montgomery,Tennessee,,47125,72,2,7,0,47125,Montgomery Tennessee,172331,270
Montgomery,Texas,,48339,210,4,13,0,48339,Montgomery Texas,455746,1908
Montgomery,Virginia,,51121,16,0,0,0,51121,Montgomery Virginia,94392,280
Montour,Pennsylvania,,42093,37,0,0,0,42093,Montour Pennsylvania,18267,656
Montrose,Colorado,,8085,35,3,0,0,8085,Montrose Colorado,41276,69
Moore,North Carolina,,37125,37,2,17,0,37125,Moore North Carolina,88247,372
Moore,Tennessee,,47127,0,0,0,0,47127,Moore Tennessee,6362,0
Moore,Texas,,48341,9,0,1,0,48341,Moore Texas,21904,25
Morehouse,Louisiana,,22067,23,0,3,0,22067,Morehouse Louisiana,27979,82
Morgan,Alabama,,1103,31,0,1,0,1103,Morgan Alabama,119490,402
Morgan,Colorado,,8087,23,0,0,0,8087,Morgan Colorado,28159,69
Morgan,Georgia,,13211,12,0,4,0,13211,Morgan Georgia,17868,41
Morgan,Illinois,,17137,8,1,1,0,17137,Morgan Illinois,35547,108
Morgan,Indiana,,18109,82,1,3,0,18109,Morgan Indiana,68894,207
Morgan,Missouri,,29141,1,0,0,0,29141,Morgan Missouri,20565,0
Morgan,Ohio,,39115,2,0,1,0,39115,Morgan Ohio,15054,0
Morgan,Tennessee,,47129,5,0,0,0,47129,Morgan Tennessee,21987,0
Morgan,West Virginia,,54065,4,0,0,0,54065,Morgan West Virginia,17541,41
Morris,Kansas,,20127,2,0,0,0,20127,Morris Kansas,5923,25
Morris,New Jersey,,34027,2468,102,229,0,34027,Morris New Jersey,492276,2005
Morris,Texas,,48343,1,0,0,0,48343,Morris Texas,12934,0
Morrow,Ohio,,39117,6,0,0,0,39117,Morrow Ohio,34827,22
Morrow,Oregon,,41049,2,0,0,0,41049,Morrow Oregon,11173,21
Morton,Kansas,,20129,1,0,0,0,20129,Morton Kansas,3233,120
Morton,North Dakota,,38059,18,1,0,0,38059,Morton North Dakota,27471,41
Moultrie,Illinois,,17139,2,0,1,0,17139,Moultrie Illinois,14846,0
Mountrail,North Dakota,,38061,20,0,0,0,38061,Mountrail North Dakota,7673,11
Mower,Minnesota,,27099,18,0,0,0,27099,Mower Minnesota,39163,82
Muhlenberg,Kentucky,,21177,27,0,0,0,21177,Muhlenberg Kentucky,31499,90
Multnomah,Oregon,,41051,258,7,15,0,41051,Multnomah Oregon,735334,1978
Murray,Georgia,,13213,11,0,0,0,13213,Murray Georgia,39628,42
Murray,Minnesota,,27101,1,0,0,0,27101,Murray Minnesota,8725,25
Muscatine,Iowa,,19139,61,1,10,0,19139,Muscatine Iowa,42745,48
Muscogee,Georgia,,13215,57,1,4,0,13215,Muscogee Georgia,189885,1374
Muskegon,Michigan,,26121,42,4,1,0,26121,Muskegon Michigan,172188,413
Muskingum,Ohio,,39119,6,0,0,0,39119,Muskingum Ohio,86074,321
Muskogee,Oklahoma,,40101,21,2,0,0,40101,Muskogee Oklahoma,70990,429
Musselshell,Montana,,30065,1,0,0,0,30065,Musselshell Montana,4538,25
Nacogdoches,Texas,,48347,25,2,4,0,48347,Nacogdoches Texas,64524,390
Napa,California,,6055,25,2,3,0,6055,Napa California,136484,1780
Nash,North Carolina,,37127,25,1,1,0,37127,Nash North Carolina,95840,403
Nassau,Florida,,12089,29,0,3,0,12089,Nassau Florida,73314,54
Nassau,New York,,36059,18548,500,1938,0,36059,Nassau New York,1339532,4181
Natchitoches,Louisiana,,22069,25,0,1,0,22069,Natchitoches Louisiana,39566,208
Natrona,Wyoming,,56025,26,0,0,0,56025,Natrona Wyoming,75450,377
Navajo,Arizona,,4017,404,1,26,0,4017,Navajo Arizona,107449,130
Navarro,Texas,,48349,4,1,0,0,48349,Navarro Texas,47735,162
Nelson,Kentucky,,21179,4,0,0,0,21179,Nelson Kentucky,43437,40
Nelson,Virginia,,51125,3,0,1,0,51125,Nelson Virginia,15020,0
Nemaha,Nebraska,,31127,1,0,0,0,31127,Nemaha Nebraska,7248,16
Neosho,Kansas,,20133,1,0,0,0,20133,Neosho Kansas,16512,25
Neshoba,Mississippi,,28099,13,0,1,0,28099,Neshoba Mississippi,29676,48
Nevada,Arkansas,,5099,1,0,0,0,5099,Nevada Arkansas,8997,0
Nevada,California,,6057,34,1,2,0,6057,Nevada California,98764,176
New Castle,Delaware,,10003,636,9,65,0,10003,New Castle Delaware,538479,2016
New Hanover,North Carolina,,37129,53,0,2,0,37129,New Hanover North Carolina,202667,769
New Haven,Connecticut,,9009,1664,60,0,0,9009,New Haven Connecticut,862477,3045
New Kent,Virginia,,51127,11,0,-1,0,51127,New Kent Virginia,18429,110
New London,Connecticut,,9011,85,4,0,0,9011,New London Connecticut,274055,465
New Madrid,Missouri,,29143,5,0,0,0,29143,New Madrid Missouri,18956,0
New York City,New York,,36061,81803,4571,4927,0,360000,New York City New York,8175133,24245
Newaygo,Michigan,,26123,3,0,0,0,26123,Newaygo Michigan,48460,25
Newberry,South Carolina,,45071,7,0,0,0,45071,Newberry South Carolina,37508,90
Newport,Rhode Island,,44005,56,0,4,0,44005,Newport Rhode Island,82888,129
Newport News,Virginia,,51700,60,1,3,0,51700,Newport News Virginia,180719,792
Newton,Arkansas,,5101,1,0,0,0,5101,Newton Arkansas,8330,0
Newton,Georgia,,13217,67,3,2,0,13217,Newton Georgia,99958,97
Newton,Indiana,,18111,6,1,0,0,18111,Newton Indiana,14244,0
Newton,Mississippi,,28101,7,0,0,0,28101,Newton Mississippi,21720,25
Newton,Missouri,,29145,6,0,0,0,29145,Newton Missouri,58114,463
Newton,Texas,,48351,1,0,0,0,48351,Newton Texas,14445,0
Nez Perce,Idaho,,16069,17,2,2,0,16069,Nez Perce Idaho,39265,145
Niagara,New York,,36063,155,1,29,0,36063,Niagara New York,216469,623
Nicholas,Kentucky,,21181,1,0,0,0,21181,Nicholas Kentucky,7135,0
Nicholas,West Virginia,,54067,2,0,0,0,54067,Nicholas West Virginia,26233,105
Nicollet,Minnesota,,27103,5,0,1,0,27103,Nicollet Minnesota,32727,17
Noble,Indiana,,18113,11,1,0,0,18113,Noble Indiana,47536,31
Noble,Oklahoma,,40103,6,0,0,0,40103,Noble Oklahoma,11561,26
Nodaway,Missouri,,29147,2,0,0,0,29147,Nodaway Missouri,23370,81
Norfolk,Massachusetts,,25021,1778,41,186,0,25021,Norfolk Massachusetts,670850,1670
Norfolk,Virginia,,51710,77,0,5,0,51710,Norfolk Virginia,242803,1400
Northampton,North Carolina,,37131,54,1,1,0,37131,Northampton North Carolina,22099,0
Northampton,Pennsylvania,,42095,857,17,83,0,42095,Northampton Pennsylvania,297735,362
Northampton,Virginia,,51131,2,0,0,0,51131,Northampton Virginia,12389,143
Northumberland,Pennsylvania,,42097,22,0,0,0,42097,Northumberland Pennsylvania,94528,173
Northumberland,Virginia,,51133,3,0,0,0,51133,Northumberland Virginia,12330,0
Norton,Virginia,,51720,0,0,0,0,51720,Norton Virginia,3958,262
Nottoway,Virginia,,51135,3,0,0,0,51135,Nottoway Virginia,15853,123
Nowata,Oklahoma,,40105,10,0,0,0,40105,Nowata Oklahoma,10536,25
Noxubee,Mississippi,,28103,5,0,0,0,28103,Noxubee Mississippi,11545,25
Nueces,Texas,,48355,65,0,0,0,48355,Nueces Texas,340223,2035
Nye,Nevada,,32023,7,0,0,0,32023,Nye Nevada,43946,25
O'Brien,Iowa,,19141,3,0,0,0,19141,O'Brien Iowa,14398,50
Oakland,Michigan,,26125,4007,234,271,0,26125,Oakland Michigan,1202362,4435
Obion,Tennessee,,47131,4,1,1,0,47131,Obion Tennessee,31807,137
Ocean,New Jersey,,34029,2856,101,215,0,34029,Ocean New Jersey,576567,1522
Oceana,Michigan,,26127,3,1,0,0,26127,Oceana Michigan,26570,24
Oconee,Georgia,,13219,33,1,1,0,13219,Oconee Georgia,32808,0
Oconee,South Carolina,,45073,9,0,0,0,45073,Oconee South Carolina,74273,169
Oconto,Wisconsin,,55083,1,0,0,0,55083,Oconto Wisconsin,37660,35
Ogemaw,Michigan,,26129,3,0,0,0,26129,Ogemaw Michigan,21699,88
Oglala Lakota,South Dakota,,46102,1,0,1,0,46102,Oglala Lakota South Dakota,13586,45
Ogle,Illinois,,17141,12,0,5,0,17141,Ogle Illinois,53497,16
